id,season,date,team1,team2,venue,city,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,result
566,2024,2024-05-13,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,field,Delhi Capitals,1,0,Sanju Smith,normal
567,2024,2024-05-14,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,field,Punjab Kings,0,3,David Curran,normal
568,2024,2024-05-15,Kolkata Knight Riders,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Mohali,Delhi Capitals,field,Kolkata Knight Riders,0,3,Marcus Kishan,normal
569,2024,2024-05-16,Lucknow Super Giants,Sunrisers Hyderabad,"Ekana Cricket Stadium, Lucknow",Lucknow,Sunrisers Hyderabad,bat,Lucknow Super Giants,0,4,Shardul Stoinis,normal
570,2024,2024-05-17,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,bat,Kolkata Knight Riders,70,0,Marcus Kishan,normal
571,2024,2024-05-18,Chennai Super Kings,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai,Kolkata Knight Riders,field,Kolkata Knight Riders,21,0,Hardik Iyer,normal
572,2024,2024-05-19,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Kolkata,Punjab Kings,field,Punjab Kings,0,6,Kagiso Stokes,normal
573,2024,2024-05-20,Lucknow Super Giants,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow",Lucknow,Chennai Super Kings,field,Chennai Super Kings,20,0,Tim Sharma,normal
574,2024,2024-05-21,Rajasthan Royals,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai,Rajasthan Royals,bat,Rajasthan Royals,73,0,Rashid Maxwell,normal
575,2024,2024-05-22,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,field,Rajasthan Royals,0,7,Aiden Ashwin,normal
576,2024,2024-05-23,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Jaipur,Kolkata Knight Riders,field,Kolkata Knight Riders,36,0,Ben Starc,normal
577,2024,2024-05-24,Gujarat Titans,Sunrisers Hyderabad,"Ekana Cricket Stadium, Lucknow",Lucknow,Sunrisers Hyderabad,field,Gujarat Titans,39,0,Liam Green,normal
578,2024,2024-05-25,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,field,Delhi Capitals,0,8,Kane Rabada,normal
579,2024,2024-05-26,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Mohali,Chennai Super Kings,bat,Chennai Super Kings,0,7,Kagiso Behrendorff,normal
580,2024,2024-05-27,Gujarat Titans,Lucknow Super Giants,"Punjab Cricket Association Stadium, Mohali",Mohali,Lucknow Super Giants,bat,Lucknow Super Giants,0,4,Marcus Green,normal
581,2024,2024-05-28,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Gujarat Titans,field,Gujarat Titans,32,0,Sam Khan,normal
582,2024,2024-05-29,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi,Chennai Super Kings,field,Delhi Capitals,0,5,Kane Rabada,normal
583,2024,2024-05-30,Punjab Kings,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Jaipur,Delhi Capitals,field,Punjab Kings,0,1,Andre Chahar,normal
584,2024,2024-05-31,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Delhi Capitals,field,Sunrisers Hyderabad,0,10,Hardik Markram,normal
585,2024,2024-06-01,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Delhi,Gujarat Titans,field,Delhi Capitals,0,8,Nicholas Yadav,tie
586,2024,2024-06-02,Royal Challengers Bangalore,Gujarat Titans,"Punjab Cricket Association Stadium, Mohali",Mohali,Gujarat Titans,bat,Gujarat Titans,6,0,Kane Chahar,normal
587,2024,2024-06-03,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata,Chennai Super Kings,bat,Kolkata Knight Riders,3,0,Kane Patel,normal
588,2024,2024-06-04,Royal Challengers Bangalore,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Lucknow Super Giants,field,Lucknow Super Giants,11,0,Marcus Ashwin,normal
589,2024,2024-06-05,Royal Challengers Bangalore,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Chennai,Rajasthan Royals,field,Rajasthan Royals,0,6,Alex Samson,normal
590,2024,2024-06-06,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Punjab Kings,field,Punjab Kings,0,3,Hardik Dhoni,normal
591,2024,2024-06-07,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,bat,Kolkata Knight Riders,43,0,Ben Starc,normal
592,2024,2024-06-08,Delhi Capitals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Jaipur,Delhi Capitals,field,Rajasthan Royals,0,5,Aiden Ashwin,normal
593,2024,2024-06-09,Chennai Super Kings,Mumbai Indians,"M. A. Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,field,Chennai Super Kings,0,1,Jason Rahane,normal
594,2024,2024-06-10,Royal Challengers Bangalore,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,9,0,Prithvi Chahal,normal
595,2024,2024-06-11,Chennai Super Kings,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Chennai,Sunrisers Hyderabad,field,Sunrisers Hyderabad,4,0,MS Smith,normal
596,2024,2024-06-12,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,field,Punjab Kings,0,1,Jos Green,normal
597,2024,2024-06-13,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,bat,Punjab Kings,0,4,David Curran,normal
598,2024,2024-06-14,Gujarat Titans,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Jaipur,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,0,10,Shardul Maxwell,normal
599,2024,2024-06-15,Lucknow Super Giants,Punjab Kings,"Ekana Cricket Stadium, Lucknow",Lucknow,Punjab Kings,field,Lucknow Super Giants,5,0,Nicholas Pooran,normal
600,2024,2024-06-16,Mumbai Indians,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Mumbai,Lucknow Super Giants,bat,Mumbai Indians,41,0,Ravindra Smith,normal
601,2024,2024-06-17,Royal Challengers Bangalore,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Delhi,Mumbai Indians,bat,Mumbai Indians,0,1,Jos Curran,normal
602,2024,2024-06-18,Chennai Super Kings,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,field,Punjab Kings,13,0,Axar Chahal,normal
603,2024,2024-06-19,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,field,Rajasthan Royals,0,3,Aiden Ashwin,normal
604,2024,2024-06-20,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai,Chennai Super Kings,bat,Mumbai Indians,35,0,Jos Curran,normal
605,2024,2024-06-21,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Jaipur,Chennai Super Kings,bat,Chennai Super Kings,66,0,Ravichandran Shami,normal
606,2024,2024-06-22,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,bat,Rajasthan Royals,32,0,Virat Labuschagne,normal
